stock,avg_wt
s24549,96.40505
s2455,478.172
s24550,272.8459
s24551,94.99356
s24552,311.6646
s24553,254.6242
s24554,319.3205
s24555,381.8568
s24556,248.3225
s24557,72.82265
s24558,67.13575
s24559,414.7881
s2456,198.6501
s24560,372.599
s24561,188.8879
s24562,317.0202
s24563,327.0458
s24564,240.8214
s24565,108.1425
s24566,72.34781
s24567,161.431
s24568,275.0349
s24569,91.98597
s2457,457.926
s24570,89.44549
s24571,389.8537
s24572,317.3386
s24573,226.0961
s24574,131.214
s24575,302.9089
s24576,379.8701
s24577,352.1881
s24578,195.4893
s24579,73.83206
s2458,101.7648
s24580,408.6501
s24581,379.3443
s24582,218.0726
s24583,174.7975
s24584,245.8331
s24585,132.9765
s24586,468.9151
s24587,76.93754
s24588,371.9623
s24589,400.5744
s2459,225.8855
s24590,113.9764
s24591,120.2276
s24592,135.1376
s24593,147.535
s24594,492.383
s24595,435.8944
s24596,89.09929
s24597,342.6996
s24598,446.3979
s24599,203.9734
s246,58.3246
s2460,87.18824
s24600,406.5282
s24601,457.0595
s24602,392.0277
s24603,134.9186
s24604,116.7145
s24605,476.7575
s24606,286.5211
s24607,262.7018
s24608,116.6179
s24609,259.6731
s2461,208.8365
s24610,165.9233
s24611,134.931
s24612,255.8123
s24613,494.9085
s24614,93.11922
s24615,301.208
s24616,304.5745
s24617,485.3988
s24618,127.6693
s24619,218.1586
s2462,181.2199
s24620,269.8436
s24621,125.8703
s24622,475.7547
s24623,342.2092
s24624,123.6753
s24625,302.9358
s24626,309.613
s24627,107.8546
s24628,116.9586
s24629,401.1241
s2463,320.4337
s24630,485.7711
s24631,437.0302
s24632,411.7265
s24633,173.0626
s24634,234.7633
s24635,289.4775
s24636,84.46412
s24637,481.8746
s24638,129.9503
s24639,226.7439
s2464,128.6791
s24640,140.294
s24641,462.7617
s24642,479.7075
s24643,284.2302
s24644,489.7732
s24645,84.00585
s24646,117.4154
s24647,443.4407
s24648,381.4148
s24649,86.94048
s2465,106.7322
s24650,164.0772
s24651,208.6308
s24652,426.8284
s24653,65.64041
s24654,176.1913
s24655,224.9297
s24656,303.3353
s24657,195.3707
s24658,244.7015
s24659,222.4795
s2466,483.3269
s24660,490.1205
s24661,144.0792
s24662,367.7257
s24663,357.5978
s24664,185.9138
s24665,374.6246
s24666,288.6492
s24667,478.7913
s24668,221.4453
s24669,272.1973
s2467,349.1357
s24670,312.5656
s24671,389.9035
s24672,251.7166
s24673,349.3929
s24674,483.6126
s24675,277.2943
s24676,486.5688
s24677,256.3979
s24678,176.6648
s24679,335.2161
s2468,122.141
s24680,217.249
s24681,213.6204
s24682,65.23513
s24683,211.543
s24684,413.1189
s24685,429.5567
s24686,175.1894
s24687,150.1719
s24688,57.97001
s24689,122.8146
s2469,494.7647
s24690,309.9045
s24691,476.1914
s24692,207.7818
s24693,180.324
s24694,383.9167
s24695,287.8821
s24696,221.9143
s24697,428.8978
s24698,346.1067
s24699,180.1396
s247,65.8006
s2470,455.9836
s24700,235.3736
s24701,384.7847
s24702,76.88114
s24703,474.6449
s24704,351.5619
s24705,417.1741
s24706,83.19037
s24707,227.1083
s24708,449.0983
s24709,238.1518
s2471,362.736
s24710,64.35751
s24711,179.9761
s24712,222.612
s24713,100.6217
s24714,420.466
s24715,439.6121
s24716,208.9449
s24717,128.4893
s24718,454.3865
s24719,301.0947
s2472,172.875
s24720,344.005
s24721,308.3513
s24722,259.2157
s24723,297.135
s24724,264.6739
s24725,188.044
s24726,296.3215
s24727,326.5064
s24728,202.2097
s24729,196.2698
s2473,281.4918
s24730,79.37963
s24731,450.7541
s24732,246.758
s24733,62.18721
s24734,455.8165
s24735,176.4338
s24736,242.8923
s24737,450.4696
s24738,433.1037
s24739,133.6063
s2474,400.102
s24740,231.1129
s24741,310.4309
s24742,467.6166
s24743,163.8532
s24744,259.2142
s24745,133.5754
s24746,409.9461
s24747,309.9867
s24748,268.6885
s24749,381.4702
s2475,427.4251
s24750,207.0182
s24751,456.8945
s24752,370.2382
s24753,317.7783
s24754,280.6242
s24755,332.9104
s24756,217.5159
s24757,468.7637
s24758,297.5937
s24759,352.2639
s2476,219.7893
s24760,420.0507
s24761,195.2678
s24762,475.0319
s24763,357.6157
s24764,104.7999
s24765,351.0089
s24766,260.5355
s24767,333.8071
s24768,467.645
s24769,255.728
s2477,170.0735
s24770,335.0275
s24771,69.65675
s24772,491.9548
s24773,169.7519
s24774,196.8848
s24775,427.9625
s24776,298.461
s24777,188.8402
s24778,118.7264
s24779,81.91247
s2478,483.3447
s24780,229.9232
s24781,169.8935
s24782,455.2993
s24783,418.4612
s24784,217.374
s24785,491.0245
s24786,113.8227
s24787,457.4959
s24788,316.3691
s24789,177.1953
s2479,421.5825
s24790,197.0811
s24791,127.5682
s24792,423.9816
s24793,426.5456
s24794,279.3552
s24795,304.9876
s24796,334.2894
s24797,63.97481
s24798,176.472
s24799,131.2806
s248,166.9425
s2480,212.4952
s24800,458.8656
s24801,447.4673
s24802,373.9708
s24803,368.5638
s24804,118.4743
s24805,129.2672
s24806,196.7097
s24807,413.6126
s24808,192.3532
s24809,443.461
s2481,332.5486
s24810,393.9532
s24811,254.1369
s24812,465.0894
s24813,345.1713
s24814,66.32865
s24815,454.1147
s24816,284.3855
s24817,57.59345
s24818,460.174
s24819,441.0104
s2482,184.5361
s24820,242.3893
s24821,172.1292
s24822,388.155
s24823,326.5885
s24824,197.1365
s24825,455.5586
s24826,329.0427
s24827,361.4768
s24828,475.5437
s24829,353.5955
s2483,85.01182
s24830,71.90389
s24831,485.6699
s24832,116.4382
s24833,114.9874
s24834,372.5406
s24835,64.28378
s24836,283.2022
s24837,62.29342
s24838,146.0032
s24839,170.8224
s2484,306.8411
s24840,403.7806
s24841,204.9883
s24842,212.76
s24843,165.345
s24844,234.2968
s24845,380.8626
s24846,405.0538
s24847,71.20358
s24848,146.5325
s24849,202.623
s2485,335.5524
s24850,410.6682
s24851,139.8531
s24852,232.8715
s24853,456.7934
s24854,493.1248
s24855,70.43371
s24856,410.1667
s24857,90.62216
s24858,83.59313
s24859,294.7403
s2486,337.3589
s24860,280.6142
s24861,202.9383
s24862,166.7016
s24863,310.4722
s24864,376.4577
s24865,320.2875
s24866,186.8201
s24867,239.2309
s24868,277.3317
s24869,245.2087
s2487,151.9437
s24870,375.8654
s24871,333.9353
s24872,248.0158
s24873,90.5921
s24874,423.9913
s24875,149.8537
s24876,305.9868
s24877,217.3434
s24878,257.9275
s24879,174.5697
s2488,314.584
s24880,427.8298
s24881,205.7944
s24882,487.7365
s24883,126.1492
s24884,189.4621
s24885,177.8765
s24886,441.8363
s24887,308.5626
s24888,454.4487
s24889,397.3149
s2489,346.2327
s24890,134.942
s24891,406.0016
s24892,267.7721
s24893,216.784
s24894,283.7532
s24895,280.2383
s24896,292.9521
s24897,282.1174
s24898,222.9802
s24899,140.1884
s249,302.5505
s2490,400.4737
s24900,68.9326
s24901,398.2937
s24902,377.167
s24903,358.063
s24904,133.2062
s24905,78.05706
s24906,64.37328
s24907,200.3079
s24908,115.1432
s24909,353.139
s2491,383.3461
s24910,475.1958
s24911,289.2284
s24912,64.14736
s24913,437.6831
s24914,328.7578
s24915,464.041
s24916,261.6066
s24917,312.4277
s24918,262.4331
s24919,109.4271
s2492,463.1021
s24920,241.6773
s24921,223.4631
s24922,491.779
s24923,122.1035
s24924,402.9857
s24925,168.3462
s24926,292.1526
s24927,304.692
s24928,344.0031
s24929,441.7722
s2493,96.21777
s24930,355.3027
s24931,219.1018
s24932,410.6774
s24933,70.96595
s24934,437.9707
s24935,270.9402
s24936,314.6085
s24937,212.6349
s24938,95.44405
s24939,474.9194
s2494,408.2777
s24940,268.5002
s24941,355.1127
s24942,364.6736
s24943,281.5721
s24944,198.7832
s24945,311.3174
s24946,280.7433
s24947,270.4194
s24948,452.4894
s24949,295.9613
s2495,75.22183
s24950,393.1141
s24951,106.7157
s24952,473.9054
s24953,465.6161
s24954,61.50996
s24955,451.8677
s24956,169.3042
s24957,126.3231
s24958,444.9988
s24959,224.1377
s2496,356.041
s24960,74.96794
s24961,492.1048
s24962,95.54382
s24963,195.8459
s24964,378.4221
s24965,356.4103
s24966,228.6978
s24967,490.6356
s24968,388.6044
s24969,230.875
s2497,484.4716
s24970,363.5245
s24971,128.8822
s24972,382.486
s24973,215.2761
s24974,174.43
s24975,461.1581
s24976,228.3806
s24977,361.499
s24978,490.2342
s24979,116.3758
s2498,75.44861
s24980,428.0346
s24981,182.9681
s24982,355.6273
s24983,274.7511
s24984,487.943
s24985,359.0706
s24986,481.6241
s24987,62.97645
s24988,392.3784
s24989,338.0253
s2499,359.1394
s24990,287.6624
s24991,244.5191
s24992,485.9096
s24993,148.6793
s24994,418.8523
s24995,268.2975
s24996,355.7309
s24997,394.9091
s24998,325.0339
s24999,78.3673
s25,484.4839
s250,347.7468
s2500,138.5051
s25000,112.3635
s25001,394.2508
s25002,474.7857
s25003,437.9923
s25004,201.6298
s25005,244.7246
s25006,430.1523
s25007,245.7415
s25008,221.4794
s25009,484.1037
s2501,452.8531
s25010,396.3317
s25011,165.5249
s25012,462.3091
s25013,96.21544
s25014,82.7272
s25015,115.8278
s25016,242.0089
s25017,200.6459
s25018,460.8265
s25019,170.6296
s2502,234.2339
s25020,466.8393
s25021,263.1251
s25022,477.5603
s25023,164.1278
s25024,487.4725
s25025,156.4177
s25026,207.2359
s25027,443.6078
s25028,398.2851
s25029,444.2803
s2503,400.5305
s25030,221.0756
s25031,430.3098
s25032,358.1743
s25033,350.0782
s25034,142.4041
s25035,56.52269
s25036,170.2086
s25037,335.6816
s25038,425.1329
s25039,332.1952
s2504,206.6132
s25040,157.8041
s25041,489.2668
s25042,320.5476
s25043,377.1465
s25044,355.3622
s25045,465.2504
s25046,271.7353
s25047,437.3469
s25048,236.0021
s25049,296.0509
s2505,457.0719
s25050,93.16701
s25051,262.1626
s25052,302.048
s25053,320.5283
s25054,352.6101
s25055,233.2377
s25056,409.255
s25057,142.3392
s25058,392.654
s25059,374.3841
s2506,310.5815
s25060,477.2427
s25061,370.0931
s25062,301.8754
s25063,115.0712
s25064,340.4074
s25065,186.6382
s25066,430.469
s25067,229.2785
s25068,95.09256
s25069,162.8318
s2507,480.4619
s25070,80.9361
s25071,345.3713
s25072,55.83007
s25073,242.1865
s25074,284.3144
s25075,246.8268
s25076,158.7655
s25077,427.7018
s25078,66.70949
s25079,115.2619
s2508,108.9503
s25080,377.0423
s25081,330.8955
s25082,430.2996
s25083,155.0078
s25084,174.2708
s25085,375.6839
s25086,437.338
s25087,165.3887
s25088,242.1375
s25089,412.149
s2509,208.0764
s25090,313.3669
s25091,324.5395
s25092,66.43284
s25093,377.8022
s25094,353.2603
s25095,225.6928
s25096,474.8932
s25097,392.7747
s25098,209.8278
s25099,158.0292
s251,111.5777
s2510,149.9817
s25100,276.7238
s25101,78.16519
s25102,98.89898
s25103,92.02911
s25104,445.0728
s25105,157.5877
s25106,415.5557
s25107,119.3667
s25108,494.5032
s25109,317.3337
s2511,411.4071
s25110,161.291
s25111,375.1861
s25112,483.1807
s25113,232.7094
s25114,486.6933
s25115,126.0354
s25116,435.1336
s25117,215.9979
s25118,104.0809
s25119,439.7014
s2512,193.1248
s25120,232.7386
s25121,248.7275
s25122,63.33201
s25123,188.5833
s25124,376.9913
s25125,221.6568
s25126,177.9612
s25127,245.0412
s25128,137.0862
s25129,332.251
s2513,487.177
s25130,276.7638
s25131,338.8339
s25132,379.0016
s25133,124.4909
s25134,470.003
s25135,172.7463
s25136,190.06
s25137,148.619
s25138,196.2288
s25139,417.7609
s2514,487.7641
s25140,207.7353
s25141,417.5928
s25142,401.0817
s25143,285.0711
s25144,144.5835
s25145,332.3209
s25146,298.4272
s25147,444.2868
s25148,58.00307
s25149,466.2709
s2515,331.5633
s25150,459.6088
s25151,419.1053
s25152,351.4759
s25153,426.707
s25154,479.2129
s25155,217.5797
s25156,260.5243
s25157,108.2719
s25158,445.241
s25159,489.1029
s2516,255.8049
s25160,59.9457
s25161,128.9279
s25162,226.1826
s25163,279.6576
s25164,160.5605
s25165,121.3204
s25166,135.1153
s25167,331.3206
s25168,350.3673
s25169,297.4114
s2517,259.2906
s25170,438.28
s25171,207.8325
s25172,417.0969
s25173,483.7238
s25174,356.9576
s25175,466.9402
s25176,287.9053
s25177,176.2509
s25178,385.1503
s25179,338.7383
s2518,81.59895
s25180,488.7837
s25181,281.0588
s25182,182.1333
s25183,312.6664
s25184,154.7597
s25185,143.1308
s25186,485.3514
s25187,414.0893
s25188,492.0211
s25189,430.0792
s2519,292.1543
s25190,310.3185
s25191,61.91558
s25192,74.18299
s25193,302.5856
s25194,102.6016
s25195,273.2253
s25196,381.2373
s25197,357.8058
s25198,298.2442
s25199,144.8076
s252,193.6976
s2520,196.3097
s25200,473.8211
s25201,211.4337
s25202,244.9295
s25203,164.8076
s25204,60.11229
s25205,173.8972
s25206,236.1063
s25207,74.8513
s25208,73.71592
s25209,336.4234
s2521,228.8477
s25210,101.0588
s25211,389.0029
s25212,68.92822
s25213,445.3725
s25214,156.0943
s25215,438.7069
s25216,425.0672
s25217,248.6303
s25218,417.0337
s25219,383.8011
s2522,392.1855
s25220,353.9999
s25221,410.9617
s25222,105.0644
s25223,181.1867
s25224,324.0344
s25225,348.0984
s25226,380.9333
s25227,346.5549
s25228,445.2985
s25229,240.6786
s2523,388.2044
s25230,377.2851
s25231,488.9185
s25232,186.8197
s25233,197.4175
s25234,271.0595
s25235,342.4709
s25236,234.512
s25237,254.8841
s25238,462.6354
s25239,90.81533
s2524,68.5332
s25240,77.33181
s25241,449.2501
s25242,278.0427
s25243,131.5872
s25244,487.6313
s25245,165.0027
s25246,78.52903
s25247,93.34777
s25248,379.9428
s25249,160.9484
s2525,89.2538
s25250,418.9364
s25251,159.9613
s25252,173.9099
s25253,433.6133
s25254,367.4701
s25255,331.3007
s25256,88.05948
s25257,119.4501
s25258,124.1414
s25259,308.3322
s2526,174.2405
s25260,335.6642
s25261,318.4788
s25262,363.4112
s25263,232.99
s25264,204.7419
s25265,245.6827
s25266,456.5318
s25267,64.58348
s25268,118.0877
s25269,170.9101
s2527,410.7517
s25270,203.6225
s25271,482.6244
s25272,452.2549
s25273,236.7757
s25274,423.5613
s25275,299.1335
s25276,127.456
s25277,478.0893
s25278,274.9748
s25279,327.8473
s2528,448.1319
s25280,98.22582
s25281,337.6375
s25282,153.4868
s25283,394.4363
s25284,338.7596
s25285,351.5187
s25286,320.8358
s25287,246.129
s25288,130.9525
s25289,486.0513
s2529,128.3045
s25290,324.8172
s25291,349.3241
s25292,207.9363
s25293,266.4931
s25294,181.4867
s25295,91.97859
s25296,105.6747
s25297,65.73276
s25298,448.6025
s25299,416.4632
s253,320.9534
s2530,90.27849
s25300,205.3187
s25301,184.9756
s25302,211.9645
s25303,93.7861
s25304,119.8247
s25305,309.5648
s25306,346.8358
s25307,201.8725
s25308,434.6592
s25309,86.22439
s2531,278.4141
s25310,62.01122
s25311,251.4624
s25312,236.2434
s25313,222.781
s25314,218.905
s25315,338.1094
s25316,355.477
s25317,55.17859
s25318,96.60146
s25319,380.1504
s2532,122.2683
s25320,192.6618
s25321,271.2514
s25322,266.0397
s25323,460.0786
s25324,98.7083
s25325,201.6077
s25326,126.3744
s25327,397.5586
s25328,482.4843
s25329,251.6813
s2533,154.2016
s25330,171.4221
s25331,292.5929
s25332,318.7658
s25333,175.9502
s25334,260.6196
s25335,322.3184
s25336,350.7375
s25337,479.5596
s25338,110.2637
s25339,480.2506
s2534,126.0171
s25340,273.7367
s25341,153.4642
s25342,218.6802
s25343,184.2714
s25344,294.4007
s25345,433.0334
s25346,155.4445
s25347,396.5928
s25348,413.5815
s25349,249.7371
s2535,192.0517
s25350,293.7865
s25351,309.3148
s25352,259.7133
s25353,206.0179
s25354,365.004
s25355,126.4447
s25356,306.2317
s25357,231.5024
s25358,56.88633
s25359,492.2891
s2536,483.9661
s25360,81.31425
s25361,447.7287
s25362,226.8399
s25363,73.96217
s25364,439.3583
s25365,461.5241
s25366,137.6252
s25367,377.5212
s25368,400.5929
s25369,353.155
s2537,262.5126
s25370,420.0547
s25371,487.6577
s25372,470.5945
s25373,344.757
s25374,65.49233
s25375,362.8093
s25376,436.3578
s25377,162.2502
s25378,130.2861
s25379,377.9508
s2538,403.275
s25380,464.6037
s25381,437.6538
s25382,487.6117
s25383,206.2109
s25384,474.2073
s25385,244.1248
s25386,161.7262
s25387,115.3301
s25388,162.0151
s25389,327.396
s2539,423.0432
s25390,232.602
s25391,340.2481
s25392,121.2086
s25393,327.535
s25394,319.8039
s25395,132.7677
s25396,330.7444
s25397,298.0227
s25398,301.7549
s25399,334.9381
s254,494.2486
s2540,211.7323
s25400,388.3503
s25401,351.1695
s25402,100.8607
s25403,181.9565
s25404,362.3538
s25405,369.0774
s25406,199.7353
s25407,337.818
s25408,105.4778
s25409,296.3166
s2541,420.2031
s25410,357.104
s25411,255.2994
s25412,143.2561
s25413,292.1164
s25414,78.69011
s25415,175.7276
s25416,403.3038
s25417,353.2523
s25418,428.1704
s25419,211.76
s2542,171.8995
s25420,434.3087
s25421,323.3425
s25422,219.9276
s25423,431.5308
s25424,165.0435
s25425,115.1571
s25426,264.6781
s25427,148.1859
s25428,204.5402
s25429,318.9837
s2543,100.4694
s25430,225.3996
s25431,321.6648
s25432,439.1452
s25433,187.3144
s25434,489.1205
s25435,121.6139
s25436,493.5528
s25437,125.699
s25438,448.2634
s25439,239.1311
s2544,307.2001
s25440,335.56
s25441,287.7167
s25442,134.524
s25443,186.3085
s25444,456.3717
s25445,393.0549
s25446,413.1437
s25447,473.8826
s25448,138.83
s25449,387.9818
s2545,226.5547
s25450,491.2215
s25451,446.0694
s25452,372.3515
s25453,468.8842
s25454,399.5156
s25455,266.9469
s25456,102.514
s25457,98.17278
s25458,315.3158
s25459,411.0718
s2546,144.6059
s25460,281.7754
s25461,424.3335
s25462,264.49
s25463,275.0934
s25464,373.7517
s25465,93.9664
s25466,201.1746
s25467,249.6065
s25468,234.1712
s25469,303.8556
s2547,310.9081
s25470,368.9979
s25471,211.3288
s25472,73.2445
s25473,196.3938
s25474,293.8682
s25475,80.25524
s25476,149.8234
s25477,269.4918
s25478,305.4461
s25479,486.5548
s2548,285.5786
s25480,72.6543
s25481,84.23322
s25482,448.6431
s25483,479.82
s25484,127.7561
s25485,484.1266
s25486,78.38671
s25487,122.7067
s25488,86.67482
s25489,389.8399
s2549,408.1082
s25490,389.8458
s25491,418.8389
s25492,308.3061
s25493,111.6627
s25494,367.5843
s25495,194.8927
s25496,253.6795
s25497,469.4003
s25498,408.6528
s25499,82.41696
s255,439.1482
s2550,92.43023
s25500,418.3895
s25501,369.5772
s25502,240.5061
s25503,410.8878
s25504,478.0162
s25505,132.8533
s25506,115.1634
s25507,215.4205
s25508,217.6578
s25509,253.7408
s2551,155.4814
s25510,153.2518
s25511,277.3305
s25512,191.3858
s25513,109.9553
s25514,433.3575
s25515,268.2239
s25516,435.554
s25517,323.5229
s25518,246.4516
s25519,452.5043
s2552,278.8834
s25520,407.0504
s25521,359.5532
s25522,238.7529
s25523,275.8772
s25524,83.72263
s25525,397.8079
s25526,414.5195
s25527,177.1202
s25528,452.9249
s25529,448.2175
s2553,281.9727
s25530,338.1661
s25531,196.7324
s25532,131.0615
s25533,104.0007
s25534,409.0613
s25535,185.7201
s25536,207.6604
s25537,253.7982
s25538,437.0405
s25539,216.9464
s2554,432.3814
s25540,68.12106
s25541,371.8389
s25542,173.0865
s25543,481.9224
s25544,186.7478
s25545,325.3288
s25546,361.7568
s25547,402.2099
s25548,192.0324
s25549,161.6499
s2555,258.6022
s25550,482.2962
s25551,253.9364
s25552,435.8851
s25553,163.828
s25554,248.4204
s25555,308.0391
s25556,487.788
s25557,132.6569
s25558,204.8757
s25559,100.9849
s2556,136.4546
s25560,447.5501
s25561,141.8289
s25562,168.6559
s25563,447.0503
s25564,436.3425
s25565,138.8998
s25566,251.2718
s25567,61.61857
s25568,371.8532
s25569,344.3123
s2557,155.8159
s25570,317.8463
s25571,353.1837
s25572,179.4257
s25573,173.8384
s25574,433.2847
s25575,358.3172
s25576,431.3101
s25577,71.95299
s25578,283.7713
s25579,485.8698
s2558,473.4728
s25580,300.6524
s25581,348.1834
s25582,429.9026
s25583,454.958
s25584,486.886
s25585,195.8564
s25586,181.6874
s25587,355.384
s25588,96.19049
s25589,382.455
s2559,272.9328
s25590,365.3493
s25591,337.0954
s25592,132.2845
s25593,328.3439
s25594,475.9309
s25595,80.34797
s25596,473.399
s25597,189.1534
s25598,76.17683
s25599,368.4675
s256,139.0212
s2560,103.1504
s25600,321.3436
s25601,55.7431
s25602,287.1503
s25603,210.559
s25604,305.7134
s25605,78.39931
s25606,283.7958
s25607,392.1576
s25608,382.6866
s25609,56.67843
s2561,456.1804
s25610,145.3617
s25611,158.8225
s25612,90.78249
s25613,128.5746
s25614,229.4529
s25615,431.3709
s25616,101.2255
s25617,356.147
s25618,76.75579
s25619,491.162
s2562,302.2277
s25620,336.829
s25621,437.6236
s25622,283.3938
s25623,447.0587
s25624,160.6762
s25625,241.1449
s25626,361.3437
s25627,221.7845
s25628,269.3972
s25629,236.8693
s2563,99.65796
s25630,194.2692
s25631,469.5102
s25632,89.03527
s25633,121.8641
s25634,236.3583
s25635,408.1656
s25636,312.7922
s25637,103.8284
s25638,130.8826
s25639,167.1152
s2564,349.1939
s25640,184.1154
s25641,81.04186
s25642,302.217
s25643,158.9283
s25644,288.2192
s25645,84.64709
s25646,320.4065
s25647,290.8794
s25648,320.9554
s25649,368.0678
s2565,358.478
s25650,123.1651
s25651,139.3801
s25652,324.2031
s25653,419.8727
s25654,328.4004
s25655,193.7557
s25656,408.5276
s25657,309.365
s25658,188.4082
s25659,115.5977
s2566,169.4079
s25660,109.5798
s25661,137.2833
s25662,241.7991
s25663,83.1073
s25664,351.754
s25665,464.9786
s25666,224.0852
s25667,204.8657
s25668,270.2456
s25669,375.0537
s2567,453.1384
s25670,340.5858
s25671,157.8127
s25672,317.8155
s25673,484.1037
s25674,456.7476
s25675,53.92003
s25676,390.8998
s25677,188.1717
s25678,314.5911
s25679,152.5085
s2568,461.1612
s25680,157.9845
s25681,100.0165
s25682,204.3685
s25683,230.0969
s25684,295.2984
s25685,475.9197
s25686,464.2762
s25687,352.8101
s25688,446.0703
s25689,110.9721
s2569,404.276
s25690,465.7135
s25691,445.6574
s25692,282.2009
s25693,70.49731
s25694,455.0955
s25695,182.5485
s25696,388.6436
s25697,164.8174
s25698,294.7859
s25699,201.4646
s257,314.5192
s2570,332.4832
s25700,134.816
s25701,200.8642
s25702,182.5972
s25703,124.0561
s25704,55.2592
s25705,350.0423
s25706,98.04209
s25707,218.4189
s25708,178.9746
s25709,427.6124
s2571,95.9533
s25710,421.1948
s25711,219.3
s25712,332.2796
s25713,189.3851
s25714,146.2018
s25715,414.6395
s25716,267.468
s25717,115.5563
s25718,216.4849
s25719,403.9465
s2572,351.1978
s25720,379.0721
s25721,214.2829
s25722,62.3643
s25723,87.42729
s25724,283.1798
s25725,297.9325
s25726,308.4099
s25727,203.5736
s25728,319.9151
s25729,113.7917
s2573,430.978
s25730,257.9781
s25731,86.95206
s25732,471.3287
s25733,317.5126
s25734,184.9364
s25735,418.0087
s25736,62.59682
s25737,468.3699
s25738,323.8446
s25739,58.13045
s2574,67.46454
s25740,118.9421
s25741,399.3855
s25742,78.95158
s25743,56.44815
s25744,134.6528
s25745,260.4486
s25746,189.4335
s25747,323.2113
s25748,320.8048
s25749,310.0066
s2575,60.68316
s25750,101.893
s25751,424.5394
s25752,441.2532
s25753,482.6928
s25754,339.8261
s25755,377.6943
s25756,148.5676
s25757,337.7424
s25758,345.4769
s25759,489.8475
s2576,133.4665
s25760,312.7765
s25761,422.9947
s25762,98.12872
s25763,478.2295
s25764,161.1434
s25765,337.1454
s25766,423.8889
s25767,177.3189
s25768,488.9615
s25769,311.8365
s2577,354.2488
s25770,72.85925
s25771,252.1536
s25772,179.8524
s25773,169.1777
s25774,244.0346
s25775,385.5616
s25776,194.7359
s25777,209.0098
s25778,438.1924
s25779,199.9801
s2578,271.2674
s25780,348.9378
s25781,187.5151
s25782,466.6603
s25783,246.0353
s25784,416.0657
s25785,429.0761
s25786,456.7255
s25787,169.383
s25788,123.2963
s25789,257.118
s2579,415.4727
s25790,475.9314
s25791,434.5789
s25792,255.4283
s25793,334.0666
s25794,115.5526
s25795,284.041
s25796,307.8303
s25797,215.8468
s25798,142.3399
s25799,234.4283
s258,216.9617
s2580,158.0674
s25800,416.2721
s25801,336.2836
s25802,57.40148
s25803,256.2821
s25804,262.6708
s25805,135.2446
s25806,129.3109
s25807,244.2881
s25808,311.9945
s25809,343.7456
s2581,142.7172
s25810,326.3484
s25811,166.2438
s25812,450.6208
s25813,215.3852
s25814,269.134
s25815,215.6622
s25816,390.2105
s25817,131.1914
s25818,336.2434
s25819,277.0634
s2582,479.8063
s25820,217.6006
s25821,431.5357
s25822,375.8767
s25823,152.163
s25824,301.7504
s25825,83.31566
s25826,154.5895
s25827,441.7774
s25828,433.1274
s25829,379.2212
s2583,301.7584
s25830,284.7607
s25831,190.4287
s25832,170.5405
s25833,401.1051
s25834,317.1381
s25835,364.695
s25836,435.3061
s25837,258.2415
s25838,313.4233
s25839,438.815
s2584,223.6002
s25840,385.048
s25841,134.4063
s25842,130.5178
s25843,419.1852
s25844,377.4054
s25845,147.0315
s25846,437.7765
s25847,120.7387
s25848,294.3312
s25849,92.89953
s2585,205.1664
s25850,218.9649
s25851,185.0791
s25852,445.5352
s25853,293.6634
s25854,380.4843
s25855,313.2
s25856,114.144
s25857,381.0703
s25858,279.1502
s25859,93.95351
s2586,435.3223
s25860,308.3493
s25861,68.07692
s25862,423.2808
s25863,408.4737
s25864,485.2288
s25865,323.2253
s25866,152.3898
s25867,67.85577
s25868,479.1877
s25869,449.5481
s2587,296.2954
s25870,277.1523
s25871,366.5126
s25872,371.5635
s25873,186.2523
s25874,64.98836
s25875,57.64035
s25876,276.9452
s25877,337.2991
s25878,333.4578
s25879,463.548
s2588,369.6755
s25880,99.97462
s25881,74.42098
s25882,275.5796
s25883,365.6978
s25884,322.7982
s25885,360.7391
s25886,445.8245
s25887,188.8148
s25888,304.1405
s25889,253.896
s2589,430.3754
s25890,358.0794
s25891,381.5573
s25892,66.95978
s25893,166.444
s25894,360.8805
s25895,483.7094
s25896,251.0215
s25897,368.3289
s25898,455.3828
s25899,240.6597
s259,394.0558
s2590,375.416
s25900,282.6248
s25901,385.0209
s25902,176.0375
s25903,274.176
s25904,482.0653
s25905,125.4501
s25906,268.0641
s25907,191.3947
s25908,84.86498
s25909,420.8915
s2591,174.6654
s25910,342.5069
s25911,176.5987
s25912,428.4683
s25913,316.6529
s25914,58.15485
s25915,339.0547
s25916,100.9073
s25917,387.4062
s25918,483.9929
s25919,318.0867
s2592,400.6947
s25920,57.03174
s25921,190.4816
s25922,473.379
s25923,437.7196
s25924,321.8408
s25925,358.2771
s25926,346.3008
s25927,335.7736
s25928,204.2277
s25929,428.9881
s2593,205.7119
s25930,350.8416
s25931,253.7571
s25932,475.9676
s25933,299.8195
s25934,122.4643
s25935,327.304
s25936,453.2409
s25937,273.6629
s25938,421.5763
s25939,224.0102
s2594,440.445
s25940,459.1543
s25941,360.2748
s25942,56.66757
s25943,477.8997
s25944,75.91193
s25945,433.1
s25946,481.4768
s25947,98.74297
s25948,212.4893
s25949,154.1209
s2595,114.6779
s25950,420.7379
s25951,229.2615
s25952,366.4887
s25953,97.83814
s25954,400.7199
s25955,350.8919
s25956,377.1105
s25957,255.0117
s25958,113.998
s25959,269.2462
s2596,480.1067
s25960,214.3787
s25961,298.5231
